artikel,begroting.ontwerp,begroting.suppl.1,begroting.suppl.2,begroting.vastgesteld,hoofdstuk,hoofdstuknummer,jaar,label,omschrijving,realisatie,saldo,uvo
3,9069744,9184315.0,10011524.0,9069744,"V, Buitenlandse Zaken",V,2020,Buitenlandse Zaken,Effectieve Europese samenwerking,9905692.0,105832.0,U
4,54198,85886.0,86251.0,59798,"V, Buitenlandse Zaken",V,2020,Buitenlandse Zaken,Consulaire dienstverlening en uitdragen Nederlandse waarden,80244.0,6007.0,U
6,3027,5000.0,0.0,3027,"V, Buitenlandse Zaken",V,2020,Buitenlandse Zaken,Nog onverdeeld,0.0,0.0,U
7,814826,897228.0,848053.0,819826,"V, Buitenlandse Zaken",V,2020,Buitenlandse Zaken,Apparaat,806524.0,41529.0,U
31,6264396,6452135.0,6500806.0,6271396,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Politie,6494298.0,6508.0,U
32,1552858,1633463.0,1629339.0,1552858,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Rechtspleging en rechtsbijstand,1630354.0,-1015.0,U
33,816616,1001539.0,911636.0,862216,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Veiligheid en criminaliteitsbestrijding,895192.0,16444.0,U
34,2755868,2949544.0,3060282.0,2755868,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Straffen en beschermen,3050437.0,9845.0,U
36,266427,266659.0,348612.0,266427,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Contraterrorisme en nationaal veiligheidsbeleid,337348.0,11264.0,U
37,1236560,1521589.0,1462268.0,1236560,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Migratie,1455848.0,6420.0,U
91,448044,489898.0,524359.0,448044,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Apparaat kerndepartement,515502.0,8857.0,U
92,32402,89130.0,2000.0,32402,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Nog onverdeeld,0.0,2000.0,U
93,3048,3048.0,3048.0,3048,"VI, Justitie en Veiligheid",VI,2020,Justitie en Veiligheid,Geheim,3249.0,-201.0,U
1,59387,80613.0,75776.0,68387,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Openbaar bestuur en democratie,73195.0,2581.0,U
10,0,177589.0,400298.0,98704,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Groningen versterken en perspectief,371232.0,29066.0,U
11,401762,477298.0,592091.0,414206,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Centraal apparaat,599980.0,-7889.0,U
12,21235,34614.0,42749.0,21235,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Algemeen,36480.0,6269.0,U
13,0,54904.0,0.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Nog onverdeeld,0.0,0.0,U
2,297861,302076.0,318979.0,297861,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Nationale veiligheid,321331.0,-2352.0,U
3,4297396,4532349.0,4563641.0,4297396,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Woningmarkt,4576687.0,-13046.0,U
4,480942,643932.0,506841.0,540942,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Energietransitie gebouwde omgeving en bouwkwaliteit,508200.0,-1359.0,U
5,124755,114369.0,122843.0,124755,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Ruimtelijke ordening en omgevingswet,124673.0,-1830.0,U
6,169975,181069.0,196846.0,169975,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Overheidsdienstverlening en informatiesamenleving,190203.0,6643.0,U
7,34343,37037.0,39761.0,34343,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Werkgevers- en bedrijfsvoeringsbeleid,36415.0,3346.0,U
9,128168,121757.0,129663.0,128168,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2020,Binnenlandse Zaken en Koninkrijksrelaties,Uitvoering Rijksvastgoedbeleid,122909.0,6754.0,U
1,11685628,12398406.0,12228485.0,11673612,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Primair onderwijs,12226291.0,2194.0,U
11,5221098,5323744.0,5178858.0,5221098,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Studiefinanciering,5171220.0,7638.0,U
12,77439,74876.0,74876.0,77439,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Tegemoetkoming onderwijsbijdrage en schoolkosten,69366.0,5510.0,U
13,13416,13780.0,13780.0,13416,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Lesgelden,13664.0,116.0,U
14,1005094,1311096.0,1358000.0,1304072,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Cultuur,1356245.0,1755.0,U
15,1023125,1093483.0,1094572.0,1023125,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Media,1084670.0,9902.0,U
16,1172446,1180335.0,1149772.0,1172446,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Onderzoek en wetenschappen,1149725.0,47.0,U
25,15167,14197.0,14249.0,15167,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Emancipatie,12014.0,2235.0,U
3,8746746,9093557.0,9144402.0,8746413,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Voortgezet onderwijs,9135685.0,8717.0,U
4,4680116,4820969.0,4865842.0,4679783,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Beroepsonderwijs en volwasseneneducatie,4864049.0,1793.0,U
6,3416799,3512213.0,3512611.0,3416799,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Hoger beroepsonderwijs,3511341.0,1270.0,U
7,5202998,5415953.0,5419627.0,5202998,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Wetenschappelijk onderwijs,5418229.0,1398.0,U
8,12830,12989.0,12903.0,12830,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Internationaal onderwijsbeleid,12810.0,93.0,U
9,167519,172304.0,157892.0,168518,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Arbeidsmarkt en personeelsbeleid,155273.0,2619.0,U
91,0,0.0,0.0,0,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Nominaal en onvoorzien,0.0,0.0,U
95,277396,291755.0,283751.0,277396,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2020,"Onderwijs, Cultuur en Wetenschap",Apparaatskosten,280933.0,2818.0,U
1,35170500,34954000.0,34887328.0,35170500,"IXA, Nationale Schuld (Transactiebasis)",IXA,2020,Nationale Schuld (Transactiebasis),Financiering staatsschuld,34922300.0,-34972.0,U
2,1531405,1531405.0,1831405.0,1531405,"IXA, Nationale Schuld (Transactiebasis)",IXA,2020,Nationale Schuld (Transactiebasis),Kasbeheer,1949853.0,-118448.0,U
1,2944639,3236302.0,3379399.0,2926639,"IXB, Financiën",IXB,2020,Financiën,Belastingen,3365829.0,13570.0,U
10,175432,460837.0,0.0,175432,"IXB, Financiën",IXB,2020,Financiën,Nog onverdeeld,0.0,0.0,U
2,26608,37902.0,37646.0,26608,"IXB, Financiën",IXB,2020,Financiën,Financiele Markten,54106.0,-16460.0,U
21,266049,275485.0,286951.0,266049,"IXB, Financiën",IXB,2020,Financiën,Centraal Apparaat,282488.0,4463.0,U
3,442176,1447676.0,1460241.0,442176,"IXB, Financiën",IXB,2020,Financiën,Financ. act. Publiek-Private sector,407619.0,1052622.0,U
4,103694,367260.0,219509.0,103694,"IXB, Financiën",IXB,2020,Financiën,Internationale Fin. Betrekkingen,215673.0,3836.0,U
5,77244,1617488.0,464687.0,1547244,"IXB, Financiën",IXB,2020,Financiën,Exportkrediet- en investeringsverzekering,218600.0,246087.0,U
6,3426667,3430553.0,3607230.0,3426667,"IXB, Financiën",IXB,2020,Financiën,BTW-Compensatiefonds,3564608.0,42622.0,U
9,440852,430765.0,436856.0,440852,"IXB, Financiën",IXB,2020,Financiën,Douane,425114.0,11742.0,U
1,195247,212889.0,200083.0,195247,"X, Defensie",X,2020,Defensie,Inzet,153751.0,46332.0,U
10,1635828,1538595.0,1528338.0,1635828,"X, Defensie",X,2020,Defensie,Apparaat kerndepartement,1517171.0,11167.0,U
11,9895,16012.0,12185.0,9895,"X, Defensie",X,2020,Defensie,Geheim,10891.0,1294.0,U
12,83575,291386.0,0.0,83575,"X, Defensie",X,2020,Defensie,Nog onverdeeld,0.0,0.0,U
2,925904,947105.0,988101.0,925904,"X, Defensie",X,2020,Defensie,Koninklijke Marine,985977.0,2124.0,U
3,1520832,1539354.0,1573295.0,1520832,"X, Defensie",X,2020,Defensie,Koninklijke Landmacht,1594098.0,-20803.0,U
4,847316,867894.0,920454.0,847316,"X, Defensie",X,2020,Defensie,Koninklijke Luchtmacht,927222.0,-6768.0,U
5,436668,464060.0,483066.0,436668,"X, Defensie",X,2020,Defensie,Koninklijke Marechaussee,482825.0,241.0,U
6,2864661,3021820.0,2953824.0,2864661,"X, Defensie",X,2020,Defensie,Investeringen ,2716440.0,237384.0,U
7,1020608,1055904.0,1107381.0,1020608,"X, Defensie",X,2020,Defensie,Defensie Materieel Organisatie,1120073.0,-12692.0,U
8,1335147,1375318.0,1538017.0,1335147,"X, Defensie",X,2020,Defensie,Defensie Ondersteuningscommando,1531401.0,6616.0,U
9,159397,161336.0,155300.0,159397,"X, Defensie",X,2020,Defensie,Algemeen,150596.0,4704.0,U
11,53480,60134.0,57140.0,53480,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Integraal waterbeleid,49982.0,7158.0,U
13,30784,34011.0,34393.0,30784,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Bodem en ondergrond,35188.0,-795.0,U
14,85836,171327.0,199071.0,86836,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Wegen en verkeersveiligheid,190983.0,8088.0,U
16,28508,1523530.0,1019338.0,28508,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Openbaar vervoer en spoor,1000175.0,19163.0,U
17,24443,26506.0,34679.0,25304,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Luchtvaart,33366.0,1313.0,U
18,39881,44794.0,82540.0,39881,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Scheepvaart en havens,81021.0,1519.0,U
19,44374,59491.0,66315.0,43374,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Uitvoering Milieubeleid en Internationaal,68125.0,-1810.0,U
20,26045,30725.0,34520.0,26045,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Lucht en geluid,34056.0,464.0,U
21,89644,89329.0,54365.0,89644,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Duurzaamheid,46998.0,7367.0,U
22,34204,42944.0,36887.0,34204,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Omgevingsveiligheid en milieurisico's,33891.0,2996.0,U
23,57643,57483.0,59639.0,57643,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,"Meteorologie, seismologie en aardobservatie",57346.0,2293.0,U
24,123234,126113.0,131205.0,123234,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Handhaving en toezicht,131881.0,-676.0,U
25,920515,953451.0,953451.0,920515,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Bijdrage BDU,953451.0,0.0,U
26,6979233,6343121.0,6367424.0,6979233,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Bijdrage investeringsfondsen,6343743.0,23681.0,U
97,60451,80253.0,85239.0,60451,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Algemeen departement,64508.0,20731.0,U
98,312445,349470.0,350328.0,312445,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Apparaatsuitgaven Kerndepartement,335910.0,14418.0,U
99,861,137967.0,4476.0,0,"XII, Infrastructuur en Waterstaat",XII,2020,Infrastructuur en Waterstaat,Nog onverdeeld,0.0,4476.0,U
1,215326,224356.0,234563.0,215326,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Goed functionerende economie en markten,230938.0,3625.0,U
2,1075493,4836544.0,3754703.0,4059493,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Bedrijvenbeleid: innovatie en ondernemerschap voor duurzame ,3578266.0,176437.0,U
3,184452,711730.0,647737.0,284452,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Toekomstfonds,440276.0,207461.0,U
4,3671790,3760130.0,3688082.0,3771790,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Een doelmatige en duurzame energievoorziening,3674944.0,13138.0,U
40,294229,294838.0,306509.0,281785,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Apparaat,294990.0,11519.0,U
41,0,53626.0,0.0,0,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Nog onverdeeld ,0.0,0.0,U
5,264781,362255.0,837796.0,166077,"XIII, Economische Zaken en Klimaat",XIII,2020,Economische Zaken en Klimaat,Een veilig Groningen met perspectief,717746.0,120050.0,U
11,937381,1767914.0,1255531.0,950081,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2020,"Landbouw, Natuur en Voedselkwaliteit","Concurrerende, duurzame, veilige agro-, visserij- en voedsel",1086870.0,168661.0,U
12,132901,201866.0,532285.0,132901,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2020,"Landbouw, Natuur en Voedselkwaliteit",Natuur en biodiversiteit,539409.0,-7124.0,U
50,126761,149899.0,157612.0,126761,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2020,"Landbouw, Natuur en Voedselkwaliteit",Apparaat,149717.0,7895.0,U
51,209052,146484.0,0.0,209052,"XIV, Landbouw, Natuur en Voedselkwaliteit",XIV,2020,"Landbouw, Natuur en Voedselkwaliteit",Nog onverdeeld,0.0,0.0,U
1,890667,25449509.0,14028883.0,10427167,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Arbeidsmarkt,14014042.0,14841.0,U
10,6550142,6653213.0,6575456.0,6550142,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Tegemoetkoming ouders,6553288.0,22168.0,U
11,499637,540539.0,594882.0,499637,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Uitvoeringskosten,589977.0,4905.0,U
12,16901655,20174440.0,20162841.0,16901655,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Rijksbijdragen,20162857.0,-16.0,U
13,252368,215270.0,182704.0,252868,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Integratie en maatschappelijke samenhang,181996.0,708.0,U
2,7002798,12457787.0,10957676.0,10802798,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,"Bijstand, Participatiewet en Toeslagenwet",10478338.0,479338.0,U
3,3878,3688.0,3696.0,3878,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Arbeidsongeschiktheid,690.0,3006.0,U
4,3386123,3359282.0,3430375.0,3386123,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Jonggehandicapten,3430369.0,6.0,U
5,116911,125941.0,137154.0,116911,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Werkloosheid,131300.0,5854.0,U
6,11981,10601.0,13766.0,24981,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Ziekte en zwangerschap,13350.0,416.0,U
7,3461212,3864396.0,3862356.0,3636212,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Kinderopvang,3912442.0,-50086.0,U
8,25100,25317.0,25632.0,25100,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Oudedagsvoorziening,24903.0,729.0,U
9,1227,1316.0,1332.0,1227,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Nabestaanden,1172.0,160.0,U
96,372070,399106.0,401919.0,372070,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Apparaat,387486.0,14433.0,U
98,32758,30274.0,24933.0,32758,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Algemeen,20195.0,4738.0,U
99,188573,762051.0,1815.0,636573,"XV, Sociale Zaken en Werkgelegenheid",XV,2020,Sociale Zaken en Werkgelegenheid,Nog te verdelen,0.0,1815.0,U
1,1039958,2814859.0,2687698.0,1039858,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Volksgezondheid,2508610.0,179088.0,U
10,340989,419025.0,458896.0,340989,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Apparaatsuitgaven,448761.0,10135.0,U
11,19369,19011.0,0.0,7869,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Nominaal en Onvoorzien,0.0,0.0,U
2,3124356,4987370.0,4962960.0,3117206,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Curatieve zorg,4372943.0,590017.0,U
3,7259805,7294454.0,10096010.0,7259805,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Langdurige zorg en ondersteuning,10062532.0,33478.0,U
4,1072559,2427124.0,3148710.0,1079709,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Zorgbreed beleid,3051899.0,96811.0,U
5,95773,165437.0,141756.0,107273,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Jeugd,136507.0,5249.0,U
6,436166,450429.0,448859.0,373966,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Sport en bewegen,433872.0,14987.0,U
7,254599,249602.0,248395.0,254599,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Oorlogsgetroffenen en Herinnering Tweede Wereldoorlog,246889.0,1506.0,U
8,5238449,5278049.0,5408949.0,5238449,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Tegemoetkoming specifieke kosten,5866368.0,-457419.0,U
9,26572,90543.0,84613.0,26572,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2020,"Volksgezondheid, Welzijn en Sport",Algemeen,121442.0,-36829.0,U
1,540518,529713.0,541009.0,540518,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,"Duurzame economische ontwikkeling,handel en investeringen",569149.0,-28140.0,U
2,753477,733279.0,742629.0,753477,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,"Duurzame ontwikkeling, voedselzekerheid, water en klimaat",749997.0,-7368.0,U
3,764679,751499.0,747788.0,764679,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,Sociale vooruitgang,747424.0,364.0,U
4,767260,787280.0,821063.0,767260,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,"Vrede, veiligheid en duurzame ontwikkeling",837332.0,-16269.0,U
5,253152,189855.0,296442.0,253152,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2020,Buitenlandse Handel en Ontwikkelingssamenwerking,Multilaterale samenwerking en overige inzet,282519.0,13923.0,U
1,31826405,33151951.0,33582549.0,31901410,"B, Gemeentefonds",B,2020,Gemeentefonds,Gemeentefonds,33436400.0,146149.0,U
1,2480413,2556850.0,2602960.0,2480413,"C, Provinciefonds",C,2020,Provinciefonds,Provinciefonds,2602954.0,6.0,U
12,2762695,2580732.0,2856543.0,2762695,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,Hoofdwegennet,2791219.0,65324.0,U
13,2078808,1831732.0,2093344.0,2078808,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,Spoorwegen,2048323.0,45021.0,U
14,181250,147191.0,92369.0,181250,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,"Regionaal, lokale infra",87247.0,5122.0,U
15,994399,1027258.0,1049203.0,994399,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,Hoofdvaarwegennet,1042935.0,6268.0,U
17,451893,314157.0,391447.0,451893,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,Megaprojecten Verkeer en Vervoer,401044.0,-9597.0,U
18,2287,45008.0,2200.0,2287,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,Overige uitgaven en ontvangsten,680.0,1520.0,U
20,74622,156078.0,0.0,74622,"A, Infrastructuurfonds",A,2020,Infrastructuurfonds,"Verkenningen, reserveringen en investeringsruimte",0.0,0.0,U
1,36357,72194.0,114462.0,36357,"F, Diergezondheidsfonds",F,2020,Diergezondheidsfonds,Bewaking en bestrijding van dierziekten,93698.0,20764.0,U
1,41875,48833.0,55882.0,41875,"H, BES-fonds",H,2020,BES-fonds,BES-fonds,51304.0,4578.0,U
1,462448,449834.0,470341.0,462448,"J, Deltafonds",J,2020,Deltafonds,Investeren in waterveiligheid,451429.0,18912.0,U
2,27520,27679.0,25681.0,27520,"J, Deltafonds",J,2020,Deltafonds,Investeren in zoetwatervoorziening,15802.0,9879.0,U
3,133253,150416.0,145607.0,133253,"J, Deltafonds",J,2020,Deltafonds,"Beheer, Onderhoud en vervanging",143892.0,1715.0,U
4,13043,20290.0,72727.0,13043,"J, Deltafonds",J,2020,Deltafonds,Experimenteren cf. art. III Deltawet,74384.0,-1657.0,U
5,341207,328027.0,342213.0,341207,"J, Deltafonds",J,2020,Deltafonds,Netwerkgebonden kosten en overige uitgaven,341349.0,864.0,U
7,127512,79839.0,63757.0,127512,"J, Deltafonds",J,2020,Deltafonds,Investeren in Waterkwaliteit,52556.0,11201.0,U
-,5878321,6139394.0,5695597.0,5878321,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,TOTAAL,5636082.0,59515.0,U
-,27143169,27821956.0,28008814.0,27193169,"B, Gemeentefonds",B,2017,Gemeentefonds,TOTAAL,27906247.0,102567.0,U
-,2199585,2285224.0,2569564.0,2199585,"C, Provinciefonds",C,2017,Provinciefonds,TOTAAL,2569563.0,1.0,U
-,32550,44246.0,44072.0,32550,"F, Diergezondheidsfonds",F,2017,Diergezondheidsfonds,TOTAAL,57997.0,-13925.0,U
-,32650,41534.0,41552.0,32650,"H, BES-fonds",H,2017,BES-fonds,TOTAAL,40985.0,567.0,U
-,41421,42145.0,42184.0,41421,"I, De Koning",I,2017,De Koning,TOTAAL,42037.0,147.0,U
-,144180,149985.0,148585.0,144180,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,TOTAAL,150826.0,-2241.0,U
-,115016,120161.0,114923.0,115016,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",TOTAAL,113074.0,1849.0,U
-,63471,63549.0,63012.0,63471,"III, Algemene Zaken",III,2017,Algemene Zaken,TOTAAL,61570.0,1442.0,U
-,291862,305668.0,426540.0,291862,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,TOTAAL,359001.0,67539.0,U
-,48443684,56394779.0,55901079.0,48443684,"IXA, Nationale Schuld (Transactiebasis)",IXA,2017,Nationale Schuld (Transactiebasis),TOTAAL,55827409.0,73670.0,U
-,6568021,6676017.0,6797557.0,6568021,"IXB, Financiën",IXB,2017,Financiën,TOTAAL,6724381.0,73176.0,U
-,904656,967193.0,977683.0,904656,"J, Deltafonds",J,2017,Deltafonds,TOTAAL,950324.0,27359.0,U
-,8879536,8827051.0,8388296.0,8882036,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,TOTAAL,8363833.0,24463.0,U
-,12580755,13161564.0,13104631.0,12650261,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,TOTAAL,13053113.0,51518.0,U
-,742246,889967.0,892583.0,742246,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,TOTAAL,874660.0,17923.0,U
-,37162537,38181541.0,38092032.0,37187537,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",TOTAAL,38053289.0,38743.0,U
-,8686242,8959024.0,8701835.0,8694242,"X, Defensie",X,2017,Defensie,TOTAAL,8538885.0,162950.0,U
-,7994424,7871768.0,7301809.0,7994424,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,TOTAAL,7244986.0,56823.0,U
-,4943574,5188162.0,5223648.0,4943574,"XIII, Economische Zaken",XIII,2017,Economische Zaken,TOTAAL,5067388.0,156260.0,U
-,33601940,32060665.0,32010926.0,33601940,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,TOTAAL,31816567.0,194359.0,U
-,14371198,14713555.0,14710428.0,14338198,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",TOTAAL,14992798.0,-282370.0,U
-,2246057,2755763.0,2830570.0,2246057,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,TOTAAL,2821716.0,8854.0,U
-,4312154,4441318.0,4470663.0,4312154,"XVIII, Wonen & Rijksdienst",XVIII,2017,Wonen & Rijksdienst,TOTAAL,4272173.0,198490.0,U
