artikel,begroting.ontwerp,begroting.suppl.1,begroting.suppl.2,begroting.vastgesteld,hoofdstuk,hoofdstuknummer,jaar,label,omschrijving,realisatie,saldo,uvo
12,2355030,2511373.0,2260012.0,2365030,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,Hoofdwegennet,2231569.0,28443.0,U
13,2228915,2453768.0,2159168.0,2218915,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,Spoorwegen,2154280.0,4888.0,U
14,216332,218344.0,237249.0,216332,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,"Regionaal, lokale infra",236352.0,897.0,U
15,872578,984370.0,905345.0,872578,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,Hoofdvaarwegennet,899296.0,6049.0,U
17,181174,263406.0,130780.0,181174,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,Megaprojecten Verkeer en Vervoer,112472.0,18308.0,U
18,24292,-291867.0,3043.0,24292,"A, Infrastructuurfonds",A,2017,Infrastructuurfonds,Overige uitgaven en ontvangsten,2113.0,930.0,U
2,91859,94195.0,93945.0,91859,"B, Gemeentefonds",B,2017,Gemeentefonds,Onderzoek en bijdragen,92764.0,1181.0,U
3,17544076,17918322.0,18083986.0,17544076,"B, Gemeentefonds",B,2017,Gemeentefonds,Programma,17982905.0,101081.0,U
4,9507234,9809439.0,9830883.0,9557234,"B, Gemeentefonds",B,2017,Gemeentefonds,Integratie-uitkering sociaal Domein,9830578.0,305.0,U
1,2199585,2285224.0,2569564.0,2199585,"C, Provinciefonds",C,2017,Provinciefonds,Provinciefonds,2569563.0,1.0,U
1,32550,44246.0,44072.0,32550,"F, Diergezondheidsfonds",F,2017,Diergezondheidsfonds,Bewaking en bestrijding van dierziekten,57997.0,-13925.0,U
1,32650,41534.0,41552.0,32650,"H, BES-fonds",H,2017,BES-fonds,BES-fonds,40985.0,567.0,U
1,8009,8009.0,8009.0,8009,"I, De Koning",I,2017,De Koning,Uitkering leden Koninklijk Huis,7961.0,48.0,U
2,27684,28289.0,28289.0,27684,"I, De Koning",I,2017,De Koning,Functionele uitgaven van de Koning,28289.0,0.0,U
3,5728,5847.0,5886.0,5728,"I, De Koning",I,2017,De Koning,Doorbelaste uitgaven van andere begrotingen,5787.0,99.0,U
1,11940,12070.0,12330.0,11940,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,Wetgeving en controle Eerste Kamer,10889.0,1441.0,U
2,31675,31675.0,32390.0,31675,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,Uitgaven tbv van (oud) leden Tweede Kamer en leden EP,33580.0,-1190.0,U
3,101005,103471.0,104293.0,101005,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,Wetgeving en controle Tweede Kamer,105349.0,-1056.0,U
4,1472,1472.0,1484.0,1472,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,Wetgeving en controle Eerste en Tweede Kamer,1008.0,476.0,U
10,-1912,1297.0,-1912.0,-1912,"IIA, Staten-Generaal",IIA,2017,Staten-Generaal,Nominaal en onvoorzien,0.0,-1912.0,U
1,59314,58016.0,56603.0,59314,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Raad van State,56173.0,430.0,U
2,28047,29379.0,28906.0,28047,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Algemene Rekenkamer,28576.0,330.0,U
3,15230,16582.0,16585.0,15230,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",De Nationale Ombudsman,16266.0,319.0,U
4,4671,5675.0,4841.0,4671,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kanselarij der Nederlandse Orden,4807.0,34.0,U
6,2183,2201.0,2249.0,2183,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Aruba,2006.0,243.0,U
7,3213,3240.0,3310.0,3213,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Curaçao,3052.0,258.0,U
8,2358,2378.0,2429.0,2358,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Kabinet van de Gouverneur van Sint Maarten,2194.0,235.0,U
10,0,2690.0,0.0,0,"IIB, Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",IIB,2017,"Overige Hoge Colleges van Staat, Kabinetten en de Kiesraad",Nominaal en onvoorzien,0.0,0.0,U
1,59461,59119.0,58582.0,59461,"III, Algemene Zaken",III,2017,Algemene Zaken,Bevorderen eenheid regeringsbeleid,57639.0,943.0,U
4,2390,2472.0,2472.0,2390,"III, Algemene Zaken",III,2017,Algemene Zaken,Kabinet van de Koning,2422.0,50.0,U
5,1620,1958.0,1958.0,1620,"III, Algemene Zaken",III,2017,Algemene Zaken,Cie voor toezicht op de Inlichtingen- en veiligheidsdiensten,1509.0,449.0,U
1,70858,77125.0,82929.0,70858,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Waarborgfunctie,69841.0,13088.0,U
4,14676,16548.0,25967.0,14676,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Bevorderen sociaal-economische structuur,21359.0,4608.0,U
5,186981,186981.0,197306.0,186981,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Schuldsanering/lopende inschrijving/leningen,225754.0,-28448.0,U
6,18071,19292.0,21883.0,18071,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Apparaat,20556.0,1327.0,U
7,1276,5722.0,2455.0,1276,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Nominaal en onvoorzien,0.0,2455.0,U
8,0,0.0,96000.0,0,"IV, Koninkrijksrelaties",IV,2017,Koninkrijksrelaties,Wederopbouw bovenwindse eilanden,21491.0,74509.0,U
1,46910957,54862025.0,54368325.0,46910957,"IXA, Nationale Schuld (Transactiebasis)",IXA,2017,Nationale Schuld (Transactiebasis),Financiering staatsschuld,54274741.0,93584.0,U
2,1532727,1532754.0,1532754.0,1532727,"IXA, Nationale Schuld (Transactiebasis)",IXA,2017,Nationale Schuld (Transactiebasis),Kasbeheer,1552668.0,-19914.0,U
1,2924355,3119769.0,3118719.0,2924355,"IXB, Financiën",IXB,2017,Financiën,Belastingen,3069422.0,49297.0,U
2,21334,29118.0,25793.0,21334,"IXB, Financiën",IXB,2017,Financiën,Financiele Markten,21980.0,3813.0,U
3,169528,167500.0,268750.0,169528,"IXB, Financiën",IXB,2017,Financiën,Financ. act. Publiek-Private sector,266104.0,2646.0,U
4,121757,43929.0,43259.0,121757,"IXB, Financiën",IXB,2017,Financiën,Internationale Fin. Betrekkingen,39163.0,4096.0,U
5,88145,70745.0,74140.0,88145,"IXB, Financiën",IXB,2017,Financiën,Exportkrediet- en investeringsverzekering,79488.0,-5348.0,U
6,2922888,2932444.0,3025722.0,2922888,"IXB, Financiën",IXB,2017,Financiën,BTW-Compensatiefonds,3029706.0,-3984.0,U
7,308,0.0,0.0,308,"IXB, Financiën",IXB,2017,Financiën,Beheer materiele activa,0.0,0.0,U
10,90558,73592.0,5000.0,90558,"IXB, Financiën",IXB,2017,Financiën,Nominaal en onvoorzien,0.0,5000.0,U
21,229148,238920.0,236174.0,229148,"IXB, Financiën",IXB,2017,Financiën,Centraal Apparaat,218518.0,17656.0,U
1,536678,579972.0,468296.0,536678,"J, Deltafonds",J,2017,Deltafonds,Investeren in waterveiligheid,457927.0,10369.0,U
2,38973,44917.0,16847.0,38973,"J, Deltafonds",J,2017,Deltafonds,Investeren in zoetwatervoorziening,11397.0,5450.0,U
3,169466,172653.0,186747.0,169466,"J, Deltafonds",J,2017,Deltafonds,"Beheer, Onderhoud en vervanging",179456.0,7291.0,U
4,0,0.0,6200.0,0,"J, Deltafonds",J,2017,Deltafonds,Experimenteren cf. art.111 Deltawet,6200.0,0.0,U
5,133415,132438.0,288884.0,133415,"J, Deltafonds",J,2017,Deltafonds,Netwerkgebonden kosten en overige uitgaven,288322.0,562.0,U
7,26124,37213.0,10709.0,26124,"J, Deltafonds",J,2017,Deltafonds,Investeren in Waterkwaliteit,7022.0,3687.0,U
41,110249,114680.0,113727.0,110249,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Internationale rechtsorde en eerbiediging mensenrechten,114819.0,-1092.0,U
42,250598,275740.0,272285.0,250598,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Veiligheid en stabiliteit,253968.0,18317.0,U
43,7756749,7669647.0,7219155.0,7756749,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Europese Samenwerking,7197507.0,21648.0,U
44,48541,51191.0,52068.0,51041,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Consulaire belangenbehartiging,49067.0,3001.0,U
46,34158,53.0,0.0,34158,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Nominaal en onvoorzien,0.0,0.0,U
47,679241,715740.0,731061.0,679241,"V, Buitenlandse Zaken",V,2017,Buitenlandse Zaken,Apparaat,748472.0,-17411.0,U
31,5547979,6033855.0,6023291.0,5570295,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Nationale Politie,6020985.0,2306.0,U
32,1469910,1476661.0,1457633.0,1471926,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Rechtspleging en rechtsbijstand,1451422.0,6211.0,U
33,672645,729552.0,741546.0,689095,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Veiligheid en criminaliteitsbestrijding,731597.0,9949.0,U
34,2575032,2651871.0,2645623.0,2585032,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Straffen en Beschermen,2639310.0,6313.0,U
36,257893,263248.0,257281.0,261993,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Contraterrorisme en Nationaal Veiligheidsbeleid,255711.0,1570.0,U
37,1627341,1540489.0,1532811.0,1632841,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Vreemdelingen,1526383.0,6428.0,U
91,426082,443352.0,436752.0,426982,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Apparaatsuitgaven kerndepartement,424387.0,12365.0,U
92,806,19469.0,6627.0,9030,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Nominaal en onvoorzien,0.0,6627.0,U
93,3067,3067.0,3067.0,3067,"VI, Veiligheid en Justitie",VI,2017,Veiligheid en Justitie,Geheim,3318.0,-251.0,U
1,0,38735.0,35629.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Openbaar bestuur en democratie,34147.0,1482.0,U
2,0,215437.0,231600.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Algemene Inlichtingen- en Veiligheidsdienst,233767.0,-2167.0,U
6,0,203600.0,200906.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Dienstverlenende en innovatieve overheid,198313.0,2593.0,U
7,0,32306.0,30771.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Arbeidszaken overheid,28566.0,2205.0,U
11,0,377377.0,380251.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Centraal Apparaat,366513.0,13738.0,U
12,0,1370.0,13426.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Algemeen,13354.0,72.0,U
13,0,21142.0,0.0,0,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Nominaal en onvoorzien,0.0,0.0,U
61,30567,0.0,0.0,30567,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Openbaar bestuur en democratie,0.0,0.0,U
62,212670,0.0,0.0,212670,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Algemene Inlichtingen- en Veiligheidsdienst,0.0,0.0,U
66,161709,0.0,0.0,161709,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Dienstverlenende en innovatieve overheid,0.0,0.0,U
67,30340,0.0,0.0,30340,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Arbeidszaken overheid,0.0,0.0,U
71,305640,0.0,0.0,305640,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Centraal Apparaat,0.0,0.0,U
72,1320,0.0,0.0,1320,"VII, Binnenlandse Zaken en Koninkrijksrelaties",VII,2017,Binnenlandse Zaken en Koninkrijksrelaties,Algemeen,0.0,0.0,U
1,10245604,10501323.0,10486353.0,10245604,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Primair onderwijs,10494756.0,-8403.0,U
3,7927940,8163657.0,8153729.0,7927940,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Voortgezet onderwijs,8143906.0,9823.0,U
4,4217206,4240693.0,4207651.0,4217206,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Beroepsonderwijs en volwasseneneducatie,4209212.0,-1561.0,U
6,2814350,2928834.0,2927152.0,2814350,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Hoger beroepsonderwijs,2925976.0,1176.0,U
7,4310149,4441145.0,4444015.0,4310149,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Wetenschappelijk onderwijs,4443628.0,387.0,U
8,11538,11789.0,11849.0,11538,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Internationaal onderwijsbeleid,11625.0,224.0,U
9,179667,187774.0,173009.0,179667,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Arbeidsmarkt en personeelsbeleid,162367.0,10642.0,U
11,4537556,4584855.0,4586387.0,4537556,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Studiefinanciering,4563829.0,22558.0,U
12,89241,89609.0,90603.0,89241,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Tegemoetkoming studiekosten,92792.0,-2189.0,U
13,6748,6786.0,6851.0,6748,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Lesgelden,7334.0,-483.0,U
14,802568,749873.0,739641.0,827568,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Cultuur,738415.0,1226.0,U
15,962699,976437.0,978322.0,962699,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Media,977791.0,531.0,U
16,950780,1028722.0,1037671.0,950780,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Onderzoek en wetenschappen,1034753.0,2918.0,U
25,14172,13311.0,12434.0,14172,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Emancipatie,12363.0,71.0,U
91,-150051,0.0,0.0,-150051,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Nominaal en onvoorzien,0.0,0.0,U
95,242370,256733.0,236365.0,242370,"VIII, Onderwijs, Cultuur en Wetenschap",VIII,2017,"Onderwijs, Cultuur en Wetenschap",Apparaatskosten,234542.0,1823.0,U
1,325793,258699.0,256119.0,325793,"X, Defensie",X,2017,Defensie,Opdracht Inzet,198791.0,57328.0,U
2,721477,739074.0,789779.0,721477,"X, Defensie",X,2017,Defensie,Taakuitvoering Zeestrijdkrachten,794409.0,-4630.0,U
3,1251341,1294046.0,1257674.0,1251341,"X, Defensie",X,2017,Defensie,Taakuitvoering Landstrijdkrachten,1282344.0,-24670.0,U
4,681678,701591.0,742271.0,681678,"X, Defensie",X,2017,Defensie,Taakuitvoering Luchtstrijdkrachten,745213.0,-2942.0,U
5,338752,381135.0,367874.0,338752,"X, Defensie",X,2017,Defensie,Taakuitvoering Koninklijke Marechaussee,371318.0,-3444.0,U
6,1640538,1773826.0,1565036.0,1640538,"X, Defensie",X,2017,Defensie,Investeringen Krijgsmacht,1441839.0,123197.0,U
7,830335,818564.0,825874.0,830335,"X, Defensie",X,2017,Defensie,Ondersteuning krijgsmacht door Defensie Materieel Org,816269.0,9605.0,U
8,1162083,1177817.0,1208056.0,1161983,"X, Defensie",X,2017,Defensie,Ondersteuning krijgsmacht door Cdo Dienstencentra,1223267.0,-15211.0,U
9,95717,93095.0,93098.0,95717,"X, Defensie",X,2017,Defensie,Algemeen,85193.0,7905.0,U
10,1580732,1615532.0,1588543.0,1588732,"X, Defensie",X,2017,Defensie,Centraal apparaat,1572368.0,16175.0,U
11,5389,5468.0,7511.0,5389,"X, Defensie",X,2017,Defensie,Geheime uitgaven,7874.0,-363.0,U
12,52407,100177.0,0.0,52507,"X, Defensie",X,2017,Defensie,Nominaal en onvoorzien,0.0,0.0,U
11,56206,55637.0,54451.0,56206,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Integraal waterbeleid,50701.0,3750.0,U
13,102337,155569.0,136461.0,102337,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Ruimtelijke Ontwikkeling,136527.0,-66.0,U
14,34406,45621.0,49233.0,34406,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Wegen en verkeersveiligheid,46179.0,3054.0,U
16,32910,30712.0,22016.0,32910,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Openbaar vervoer en spoor,18804.0,3212.0,U
17,14049,14018.0,18674.0,14049,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Luchtvaart,14982.0,3692.0,U
18,27752,31363.0,31116.0,27752,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Scheepvaart en havens,29409.0,1707.0,U
19,61434,78960.0,74028.0,61434,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Klimaat,70475.0,3553.0,U
20,30402,18503.0,20317.0,30402,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Lucht en geluid,20563.0,-246.0,U
21,20900,22549.0,22317.0,20900,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Duurzaamheid,21741.0,576.0,U
22,33780,43367.0,47556.0,33780,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Omgevingsveiligheid en milieurisico's,45430.0,2126.0,U
23,41719,41582.0,44028.0,41719,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,"Meteorologie, seismologie en aardobservatie",43959.0,69.0,U
24,109561,104649.0,106759.0,109561,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Handhaving en toezicht,106759.0,0.0,U
25,888311,915049.0,930277.0,888311,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Bijdrage BDU,930277.0,0.0,U
26,6168329,5682359.0,5255138.0,6168329,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Bijdrage investeringsfondsen,5259841.0,-4703.0,U
97,50480,148585.0,117688.0,50480,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Algemeen departement,114922.0,2766.0,U
98,321827,346423.0,343700.0,321827,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Apparaatsuitgaven Kerndepartement,334417.0,9283.0,U
99,21,136822.0,28050.0,21,"XII, Infrastructuur en Milieu",XII,2017,Infrastructuur en Milieu,Nominaal en onvoorzien,0.0,28050.0,U
1,185726,186828.0,208875.0,185726,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Goed functionerende economie en markten,208679.0,196.0,U
2,829851,863916.0,843858.0,829651,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Bedrijvenbeleid: innovatief en duurzaam ondernemen,843402.0,456.0,U
3,145118,220533.0,229667.0,145118,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Toekomstfonds,130373.0,99294.0,U
4,1902455,1925209.0,1909814.0,1902455,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Een doelmatige en duurzame energievoorziening,1887248.0,22566.0,U
5,77600,86360.0,74045.0,77800,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Meerjarenprogramma Nationaal Coördinator Groningen,47099.0,26946.0,U
6,538382,562824.0,615106.0,538382,"XIII, Economische Zaken",XIII,2017,Economische Zaken,"Een concurr., duurz.en veilige agro-, viss.- en voedeselket.",614513.0,593.0,U
7,804513,806884.0,827176.0,804513,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Groen onderwijs van hoge kwaliteit,817051.0,10125.0,U
8,125645,111077.0,110904.0,125645,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Natuur en biodiversiteit,115829.0,-4925.0,U
40,334284,329720.0,404203.0,334284,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Apparaat,403194.0,1009.0,U
41,0,94811.0,0.0,0,"XIII, Economische Zaken",XIII,2017,Economische Zaken,Nominaal en onvoorzien,0.0,0.0,U
1,15992,16507.0,17077.0,16092,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Arbeidsmarkt,15854.0,1223.0,U
2,6802144,6863850.0,6898845.0,6796544,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,"Bijstand, Participatiewet en Toeslagenwet",6809474.0,89371.0,U
3,787,787.0,801.0,787,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Arbeidsongeschiktheid,804.0,-3.0,U
4,3239793,3210443.0,3202478.0,3239793,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Jonggehandicapten,3202010.0,468.0,U
5,190345,188045.0,167288.0,190345,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Werkloosheid,166729.0,559.0,U
6,7450,7707.0,8193.0,7450,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Ziekte en zwangerschap,7578.0,615.0,U
7,2597959,2625882.0,2661100.0,2597959,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Kinderopvang,2610681.0,50419.0,U
8,24887,24663.0,25157.0,24887,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Oudedagsvoorziening,24175.0,982.0,U
9,1253,1253.0,1276.0,1253,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Nabestaanden,1111.0,165.0,U
10,5560635,5553653.0,5470620.0,5560635,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Tegemoetkoming ouders,5441004.0,29616.0,U
11,434478,478856.0,491443.0,434478,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Uitvoeringskosten,490919.0,524.0,U
12,13957930,12392520.0,12420195.0,13957930,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Rijksbijdragen,12420196.0,-1.0,U
13,323351,306501.0,331839.0,323351,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Integratie en maatschappelijke samenhang,328040.0,3799.0,U
96,278324,276449.0,275616.0,278824,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Apparaat,265018.0,10598.0,U
98,37749,40649.0,37998.0,37749,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Algemeen,32974.0,5024.0,U
99,128863,72900.0,1000.0,133863,"XV, Sociale Zaken en Werkgelegenheid",XV,2017,Sociale Zaken en Werkgelegenheid,Nominaal en onvoorzien,0.0,1000.0,U
1,653099,644348.0,626966.0,653099,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Volksgezondheid,621682.0,5284.0,U
2,3816813,3783625.0,3745894.0,3816813,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Curatieve zorg,3735344.0,10550.0,U
3,3768067,3800349.0,3827938.0,3768067,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Langdurige zorg en ondersteuning,3818740.0,9198.0,U
4,915450,981702.0,992907.0,915450,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Zorgbreed beleid,995681.0,-2774.0,U
5,115531,107716.0,125582.0,82531,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Jeugd,110227.0,15355.0,U
6,126704,68765.0,80915.0,126704,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Sport en bewegen,80358.0,557.0,U
7,273515,283650.0,281215.0,273515,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Oorlogsgetroffenen en Herinneringen Tweede Wereldoorlog,280834.0,381.0,U
8,4448121,4682592.0,4662514.0,4448121,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Tegemoetkoming specifieke kosten,4994270.0,-331756.0,U
9,28185,30060.0,28508.0,28185,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Algemeen,33369.0,-4861.0,U
10,259159,304448.0,335769.0,259159,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Apparaatsuitgaven,322293.0,13476.0,U
11,-33446,26300.0,2220.0,-33446,"XVI, Volksgezondheid, Welzijn en Sport",XVI,2017,"Volksgezondheid, Welzijn en Sport",Nominaal en Onvoorzien,0.0,2220.0,U
41,496986,517562.0,497192.0,496986,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,Duurzame handel en investeringen,471994.0,25198.0,U
42,660072,661579.0,670513.0,660072,"XVII, Buitenlandse Handel en Ontwikkelingssamenwerking",XVII,2017,Buitenlandse Handel en Ontwikkelingssamenwerking,"Duurzame ontwikkeling, voedselzekerheid en water",664774.0,5739.0,U
